id_interaksi,id_mahasiswa,id_konten,waktu_akses,durasi_tonton,feedback,device,status
INT0290,MHS251,KNT047,2024-12-21 15:56:01,51,Bermanfaat,HP,Belum Selesai
INT0291,MHS073,KNT157,2024-12-08 12:38:00,47,Kurang,Laptop,Belum Selesai
INT0292,MHS296,KNT060,2025-01-07 19:16:30,109,Bermanfaat,Laptop,Selesai
INT0293,MHS138,KNT182,2025-04-01 10:29:42,22,Kurang,HP,Belum Selesai
INT0294,MHS213,KNT075,2024-11-20 10:02:12,20,Bermanfaat,Tablet,Belum Selesai
INT0295,MHS193,KNT050,2025-01-12 07:35:45,113,Bermanfaat,Tablet,Belum Selesai
INT0296,MHS232,KNT001,2024-12-29 03:58:12,30,Kurang,HP,Selesai
INT0297,MHS039,KNT031,2025-02-23 14:41:55,61,Bermanfaat,HP,Belum Selesai
INT0298,MHS048,KNT007,2024-12-13 00:48:02,58,Sangat Membantu,HP,Belum Selesai
INT0299,MHS207,KNT120,2025-02-14 10:10:09,103,Bermanfaat,HP,Belum Selesai
INT0300,MHS264,KNT161,2025-02-26 14:05:11,103,Bermanfaat,Laptop,Belum Selesai
INT0301,MHS143,KNT031,2025-01-30 22:33:46,5,Bermanfaat,Laptop,Belum Selesai
INT0302,MHS189,KNT189,2025-05-18 23:55:45,36,Kurang,HP,Belum Selesai
INT0303,MHS233,KNT054,2025-01-20 14:31:01,111,Kurang,Tablet,Belum Selesai
INT0304,MHS250,KNT158,2025-04-25 05:34:55,108,Sangat Membantu,HP,Selesai
INT0305,MHS168,KNT107,2024-11-23 17:05:05,65,Kurang,HP,Belum Selesai
INT0306,MHS298,KNT106,2024-12-10 17:33:27,48,Sangat Membantu,HP,Belum Selesai
INT0307,MHS002,KNT012,2025-04-12 23:21:14,41,Sangat Membantu,Tablet,Selesai
INT0308,MHS048,KNT086,2025-03-18 23:12:49,69,Bermanfaat,Tablet,Belum Selesai
INT0309,MHS235,KNT090,2025-02-16 13:34:06,26,Bermanfaat,Tablet,Belum Selesai
INT0310,MHS184,KNT144,2025-03-22 17:12:32,15,Kurang,Laptop,Belum Selesai
INT0311,MHS033,KNT164,2025-01-14 00:55:10,39,Kurang,HP,Selesai
INT0312,MHS274,KNT055,2025-03-08 16:34:09,52,Kurang,Laptop,Belum Selesai
INT0313,MHS204,KNT003,2025-02-01 07:57:41,96,Bermanfaat,HP,Selesai
INT0314,MHS112,KNT164,2024-11-20 16:45:16,101,Sangat Membantu,Tablet,Belum Selesai
INT0315,MHS220,KNT052,2024-12-11 06:29:34,58,Kurang,HP,Selesai
INT0316,MHS109,KNT177,2025-01-02 00:08:50,51,Sangat Membantu,HP,Selesai
INT0317,MHS254,KNT073,2025-04-17 20:48:39,85,Bermanfaat,Tablet,Selesai
INT0318,MHS138,KNT066,2025-01-29 03:05:43,90,Kurang,Tablet,Selesai
INT0319,MHS166,KNT018,2025-05-11 12:30:59,36,Bermanfaat,Laptop,Selesai
INT0320,MHS146,KNT079,2025-03-01 11:09:45,24,Kurang,HP,Selesai
INT0321,MHS173,KNT077,2025-04-19 10:06:25,101,Kurang,Laptop,Selesai
INT0322,MHS281,KNT130,2025-03-07 06:12:50,101,Kurang,Tablet,Belum Selesai
INT0323,MHS296,KNT141,2025-04-17 02:48:36,72,Kurang,Laptop,Selesai
INT0324,MHS067,KNT083,2025-02-07 12:56:24,58,Sangat Membantu,HP,Selesai
INT0325,MHS290,KNT197,2025-02-05 22:38:00,105,Kurang,Laptop,Selesai
INT0326,MHS249,KNT002,2025-01-10 20:16:43,34,Bermanfaat,HP,Selesai
INT0327,MHS176,KNT030,2025-01-08 16:52:45,22,Kurang,HP,Selesai
INT0328,MHS025,KNT176,2024-12-18 16:30:23,107,Bermanfaat,HP,Selesai
INT0329,MHS024,KNT086,2025-03-22 03:30:08,59,Bermanfaat,Tablet,Selesai
INT0330,MHS051,KNT088,2024-12-03 16:00:15,57,Bermanfaat,Laptop,Belum Selesai
INT0331,MHS236,KNT102,2024-12-12 10:51:55,57,Bermanfaat,Tablet,Selesai
INT0332,MHS009,KNT186,2025-03-30 01:06:02,119,Bermanfaat,HP,Selesai
INT0333,MHS064,KNT146,2025-02-23 19:20:41,63,Sangat Membantu,HP,Belum Selesai
INT0334,MHS081,KNT158,2025-04-29 00:15:43,114,Sangat Membantu,Laptop,Belum Selesai
INT0335,MHS226,KNT008,2024-12-06 15:48:00,71,Kurang,Tablet,Selesai
INT0336,MHS234,KNT045,2025-03-24 06:28:39,106,Bermanfaat,Laptop,Selesai
INT0337,MHS001,KNT050,2024-12-11 21:14:05,92,Kurang,Laptop,Selesai
INT0338,MHS220,KNT085,2024-12-27 00:03:14,51,Kurang,Tablet,Selesai
INT0339,MHS104,KNT087,2025-04-01 06:43:47,8,Kurang,Laptop,Selesai
INT0340,MHS068,KNT173,2025-03-21 23:59:43,61,Sangat Membantu,Laptop,Selesai
INT0341,MHS155,KNT123,2025-05-16 03:38:06,23,Bermanfaat,HP,Selesai
INT0342,MHS082,KNT122,2024-11-27 19:15:50,103,Kurang,Tablet,Selesai
INT0343,MHS141,KNT010,2025-03-23 23:05:12,6,Bermanfaat,Laptop,Selesai
INT0344,MHS048,KNT166,2025-03-21 07:09:26,96,Kurang,Laptop,Selesai
INT0345,MHS185,KNT035,2024-11-21 15:15:14,108,Kurang,Laptop,Belum Selesai
INT0346,MHS129,KNT124,2025-05-18 00:34:10,71,Kurang,HP,Selesai
INT0347,MHS043,KNT040,2024-12-04 20:07:59,13,Kurang,Tablet,Selesai
INT0348,MHS191,KNT161,2025-02-13 07:31:33,15,Kurang,HP,Selesai
INT0349,MHS085,KNT118,2025-04-03 16:19:26,48,Bermanfaat,Tablet,Selesai
INT0350,MHS027,KNT138,2025-03-08 13:16:52,45,Bermanfaat,Tablet,Belum Selesai
INT0351,MHS203,KNT086,2025-03-31 00:45:45,56,Sangat Membantu,Tablet,Belum Selesai
INT0352,MHS157,KNT119,2025-03-15 07:36:23,103,Bermanfaat,Laptop,Selesai
INT0353,MHS120,KNT106,2025-02-19 18:26:18,26,Sangat Membantu,Laptop,Belum Selesai
INT0354,MHS220,KNT191,2024-12-28 19:43:33,60,Sangat Membantu,HP,Selesai
INT0355,MHS047,KNT015,2025-04-01 10:22:14,12,Bermanfaat,HP,Belum Selesai
INT0356,MHS049,KNT134,2025-04-27 23:47:33,55,Kurang,HP,Selesai
INT0357,MHS001,KNT077,2025-04-12 08:11:12,102,Kurang,HP,Belum Selesai
INT0358,MHS110,KNT145,2025-03-23 04:54:54,9,Sangat Membantu,Tablet,Belum Selesai
INT0359,MHS245,KNT186,2024-12-04 07:21:40,89,Kurang,HP,Selesai
INT0360,MHS040,KNT174,2025-03-04 14:58:27,87,Sangat Membantu,Laptop,Belum Selesai
INT0361,MHS068,KNT081,2025-02-04 02:21:25,24,Sangat Membantu,Laptop,Selesai
INT0362,MHS116,KNT143,2025-02-26 01:25:57,120,Sangat Membantu,HP,Selesai
INT0363,MHS266,KNT138,2025-02-25 11:48:31,78,Sangat Membantu,Tablet,Selesai
INT0364,MHS228,KNT005,2024-12-24 22:18:49,12,Kurang,Tablet,Selesai
INT0365,MHS005,KNT054,2025-03-17 09:20:40,85,Bermanfaat,Tablet,Selesai
INT0366,MHS005,KNT148,2025-02-13 20:51:55,96,Sangat Membantu,HP,Belum Selesai
INT0367,MHS176,KNT176,2025-05-06 19:13:51,107,Kurang,Laptop,Selesai
INT0368,MHS062,KNT085,2024-11-20 09:11:09,89,Bermanfaat,HP,Selesai
INT0369,MHS217,KNT091,2025-03-15 02:13:29,117,Sangat Membantu,Tablet,Selesai
INT0370,MHS068,KNT017,2025-04-07 20:10:33,71,Kurang,Laptop,Selesai
INT0371,MHS245,KNT039,2025-04-18 04:32:53,42,Bermanfaat,Tablet,Selesai
INT0372,MHS037,KNT072,2025-01-28 09:44:16,58,Bermanfaat,HP,Selesai
INT0373,MHS118,KNT008,2025-02-24 02:02:28,56,Bermanfaat,Tablet,Belum Selesai
INT0374,MHS197,KNT087,2025-01-14 22:42:03,118,Sangat Membantu,HP,Selesai
INT0375,MHS046,KNT097,2024-12-15 00:03:52,92,Sangat Membantu,HP,Selesai
INT0376,MHS053,KNT161,2025-01-10 16:56:58,94,Sangat Membantu,Tablet,Belum Selesai
INT0377,MHS053,KNT137,2025-03-25 12:13:50,75,Bermanfaat,Laptop,Belum Selesai
INT0378,MHS161,KNT043,2025-04-25 01:29:16,116,Bermanfaat,HP,Belum Selesai
INT0379,MHS189,KNT147,2024-12-31 17:22:50,43,Sangat Membantu,HP,Belum Selesai
INT0380,MHS154,KNT156,2024-12-06 05:46:21,97,Sangat Membantu,Tablet,Selesai
INT0381,MHS071,KNT100,2024-12-14 15:23:03,100,Bermanfaat,HP,Belum Selesai
INT0382,MHS196,KNT048,2025-02-05 06:13:02,45,Bermanfaat,Tablet,Belum Selesai
INT0383,MHS069,KNT153,2025-01-20 13:56:42,49,Sangat Membantu,Tablet,Belum Selesai
INT0384,MHS074,KNT030,2025-03-24 12:11:38,6,Kurang,Tablet,Selesai
INT0385,MHS036,KNT193,2025-02-12 12:00:07,110,Bermanfaat,Tablet,Selesai
INT0386,MHS272,KNT079,2025-05-02 18:00:48,40,Bermanfaat,Laptop,Belum Selesai
INT0387,MHS289,KNT181,2025-04-12 22:56:26,120,Sangat Membantu,Laptop,Belum Selesai
INT0388,MHS005,KNT081,2025-05-12 04:11:49,72,Sangat Membantu,HP,Selesai
INT0389,MHS085,KNT182,2025-02-05 21:28:38,83,Kurang,Tablet,Selesai
INT0390,MHS226,KNT009,2025-04-03 05:59:46,23,Kurang,Laptop,Selesai
INT0391,MHS180,KNT070,2024-12-28 12:35:49,94,Sangat Membantu,HP,Selesai
INT0392,MHS110,KNT106,2024-11-28 20:02:25,56,Kurang,Laptop,Belum Selesai
INT0393,MHS078,KNT023,2025-05-12 20:57:20,62,Bermanfaat,Laptop,Belum Selesai
INT0394,MHS211,KNT128,2025-02-08 04:54:51,87,Sangat Membantu,Laptop,Selesai
INT0395,MHS227,KNT061,2025-03-31 14:16:03,31,Sangat Membantu,Tablet,Belum Selesai
INT0396,MHS112,KNT096,2025-01-26 03:58:58,118,Bermanfaat,Tablet,Selesai
INT0397,MHS045,KNT116,2025-05-07 08:43:24,74,Bermanfaat,Laptop,Belum Selesai
INT0398,MHS052,KNT078,2024-11-30 04:31:21,84,Bermanfaat,Laptop,Selesai
INT0399,MHS072,KNT056,2025-01-28 19:14:38,105,Bermanfaat,Laptop,Selesai
INT0400,MHS064,KNT135,2024-11-29 21:31:13,84,Kurang,HP,Belum Selesai
INT0401,MHS197,KNT078,2025-04-11 14:12:49,88,Sangat Membantu,Laptop,Belum Selesai
INT0402,MHS180,KNT045,2024-12-13 18:39:12,61,Sangat Membantu,Laptop,Selesai
INT0403,MHS220,KNT029,2025-04-15 00:18:50,94,Kurang,HP,Belum Selesai
INT0404,MHS162,KNT096,2024-12-10 02:14:54,49,Sangat Membantu,HP,Belum Selesai
INT0405,MHS072,KNT010,2025-05-04 14:41:12,118,Kurang,Laptop,Belum Selesai
INT0406,MHS127,KNT200,2024-12-22 17:39:57,108,Kurang,Tablet,Belum Selesai
INT0407,MHS142,KNT052,2024-12-30 20:44:53,105,Kurang,Tablet,Belum Selesai
INT0408,MHS044,KNT024,2024-12-05 22:49:14,88,Sangat Membantu,HP,Belum Selesai
INT0409,MHS128,KNT114,2024-12-09 06:28:03,56,Sangat Membantu,Laptop,Belum Selesai
INT0410,MHS284,KNT130,2024-12-17 22:57:57,104,Bermanfaat,Tablet,Belum Selesai
INT0411,MHS146,KNT007,2025-01-29 04:22:47,30,Kurang,Tablet,Belum Selesai
INT0412,MHS014,KNT124,2025-04-20 09:16:19,117,Bermanfaat,HP,Belum Selesai
INT0413,MHS155,KNT129,2025-01-18 07:02:24,43,Kurang,HP,Selesai
INT0414,MHS106,KNT040,2025-02-11 12:57:50,15,Kurang,Laptop,Selesai
INT0415,MHS266,KNT049,2025-01-08 01:25:13,9,Sangat Membantu,HP,Selesai
INT0416,MHS261,KNT088,2025-02-06 21:41:16,73,Sangat Membantu,Laptop,Selesai
INT0417,MHS097,KNT124,2025-04-11 18:45:04,47,Bermanfaat,HP,Belum Selesai
INT0418,MHS201,KNT188,2025-04-20 21:12:37,54,Bermanfaat,HP,Belum Selesai
INT0419,MHS152,KNT135,2025-01-10 14:28:42,97,Sangat Membantu,Tablet,Belum Selesai
INT0420,MHS028,KNT080,2025-02-18 16:54:22,97,Kurang,Tablet,Belum Selesai
INT0421,MHS123,KNT199,2025-03-17 18:35:22,99,Sangat Membantu,HP,Belum Selesai
INT0422,MHS254,KNT084,2025-04-23 00:43:25,117,Bermanfaat,Tablet,Belum Selesai
INT0423,MHS198,KNT037,2025-05-19 03:09:22,21,Kurang,HP,Belum Selesai
INT0424,MHS058,KNT197,2025-04-16 15:36:16,71,Bermanfaat,Tablet,Belum Selesai
INT0425,MHS124,KNT026,2024-11-27 09:49:04,74,Sangat Membantu,HP,Belum Selesai
INT0426,MHS256,KNT133,2024-12-11 05:42:43,41,Bermanfaat,Tablet,Selesai
INT0427,MHS037,KNT174,2025-03-18 20:12:04,32,Sangat Membantu,Tablet,Selesai
INT0428,MHS271,KNT034,2025-02-22 13:41:48,16,Bermanfaat,Laptop,Belum Selesai
INT0429,MHS007,KNT053,2025-01-09 00:44:52,70,Sangat Membantu,Laptop,Belum Selesai
INT0430,MHS185,KNT186,2025-05-13 07:26:41,75,Kurang,HP,Selesai
INT0431,MHS163,KNT010,2024-11-26 12:06:53,44,Kurang,Tablet,Selesai
INT0432,MHS068,KNT118,2024-12-26 16:02:43,71,Sangat Membantu,Tablet,Belum Selesai
INT0433,MHS199,KNT100,2025-03-03 15:51:09,48,Sangat Membantu,Laptop,Belum Selesai
INT0434,MHS292,KNT183,2024-12-16 08:26:32,101,Sangat Membantu,Tablet,Selesai
INT0435,MHS216,KNT134,2024-12-16 21:41:22,86,Bermanfaat,Tablet,Belum Selesai
INT0436,MHS188,KNT030,2024-11-27 02:51:14,25,Bermanfaat,HP,Belum Selesai
INT0437,MHS280,KNT002,2025-03-04 11:28:52,7,Kurang,Tablet,Selesai
INT0438,MHS089,KNT080,2025-01-22 15:47:55,8,Sangat Membantu,Tablet,Belum Selesai
INT0439,MHS242,KNT012,2024-11-26 07:18:55,118,Kurang,HP,Selesai
INT0440,MHS038,KNT176,2025-02-20 20:01:26,106,Sangat Membantu,HP,Selesai
INT0441,MHS009,KNT153,2024-12-31 02:24:42,74,Kurang,HP,Selesai
INT0442,MHS035,KNT023,2025-02-01 16:25:53,80,Kurang,Laptop,Selesai
INT0443,MHS008,KNT086,2025-04-18 12:22:44,38,Sangat Membantu,HP,Selesai
INT0444,MHS135,KNT120,2025-04-03 00:35:16,35,Kurang,Tablet,Selesai
INT0445,MHS111,KNT012,2025-02-24 09:50:29,111,Bermanfaat,Tablet,Belum Selesai
INT0446,MHS021,KNT027,2025-05-14 16:10:31,104,Bermanfaat,Laptop,Belum Selesai
INT0447,MHS031,KNT134,2024-12-17 15:02:50,43,Bermanfaat,Laptop,Selesai
INT0448,MHS204,KNT197,2025-01-06 00:08:29,97,Bermanfaat,Tablet,Belum Selesai
INT0449,MHS260,KNT169,2024-11-30 05:59:24,59,Sangat Membantu,Tablet,Belum Selesai
INT0450,MHS147,KNT191,2025-02-01 07:58:14,69,Bermanfaat,HP,Selesai
INT0451,MHS257,KNT080,2025-05-15 04:26:49,19,Sangat Membantu,Laptop,Selesai
INT0452,MHS213,KNT006,2025-05-08 05:25:17,98,Sangat Membantu,HP,Belum Selesai
INT0453,MHS217,KNT148,2024-12-13 07:48:27,12,Bermanfaat,HP,Belum Selesai
INT0454,MHS206,KNT195,2025-01-30 18:42:34,112,Sangat Membantu,Laptop,Selesai
INT0455,MHS043,KNT080,2024-12-12 00:33:57,52,Kurang,Laptop,Belum Selesai
INT0456,MHS275,KNT164,2025-05-12 21:37:04,38,Sangat Membantu,HP,Belum Selesai
INT0457,MHS276,KNT054,2025-03-26 15:32:28,85,Sangat Membantu,Laptop,Selesai
INT0458,MHS079,KNT083,2025-04-11 14:23:39,69,Sangat Membantu,Laptop,Selesai
INT0459,MHS143,KNT052,2025-02-09 02:08:43,50,Sangat Membantu,HP,Belum Selesai
INT0460,MHS043,KNT050,2025-04-25 04:23:08,20,Kurang,Tablet,Belum Selesai
INT0461,MHS159,KNT074,2025-02-02 07:59:21,11,Kurang,Laptop,Belum Selesai
INT0462,MHS041,KNT071,2025-04-19 00:06:49,101,Bermanfaat,Laptop,Belum Selesai
INT0463,MHS262,KNT137,2025-01-14 22:07:30,88,Kurang,Tablet,Selesai
INT0464,MHS105,KNT082,2025-02-19 12:50:46,20,Sangat Membantu,Laptop,Belum Selesai
INT0465,MHS080,KNT198,2025-03-30 10:15:24,62,Kurang,Tablet,Selesai
INT0466,MHS275,KNT113,2025-04-14 01:40:03,43,Sangat Membantu,HP,Belum Selesai
INT0467,MHS168,KNT172,2025-02-14 08:09:39,78,Bermanfaat,HP,Selesai
INT0468,MHS201,KNT031,2025-04-13 09:43:57,99,Bermanfaat,Laptop,Selesai
INT0469,MHS034,KNT070,2025-03-14 16:16:02,5,Bermanfaat,Laptop,Belum Selesai
INT0470,MHS159,KNT039,2024-12-27 17:57:41,63,Bermanfaat,Tablet,Belum Selesai
INT0471,MHS224,KNT041,2025-04-23 07:57:25,48,Sangat Membantu,HP,Belum Selesai
INT0472,MHS123,KNT071,2024-11-22 11:19:15,35,Bermanfaat,Tablet,Selesai
INT0473,MHS030,KNT030,2024-12-24 13:22:39,108,Kurang,Laptop,Selesai
INT0474,MHS126,KNT004,2025-03-12 13:08:34,100,Bermanfaat,Laptop,Belum Selesai
INT0475,MHS045,KNT160,2025-03-23 07:24:38,79,Sangat Membantu,HP,Selesai
INT0476,MHS223,KNT144,2025-03-28 13:28:23,77,Bermanfaat,Tablet,Belum Selesai
INT0477,MHS060,KNT132,2025-01-16 23:50:01,96,Kurang,Tablet,Belum Selesai
INT0478,MHS233,KNT027,2025-02-27 03:16:09,119,Bermanfaat,Laptop,Selesai
INT0479,MHS029,KNT053,2025-03-26 05:18:16,85,Kurang,HP,Belum Selesai
INT0480,MHS159,KNT139,2024-12-31 18:32:50,90,Bermanfaat,Tablet,Selesai
INT0481,MHS090,KNT090,2025-03-03 07:07:01,73,Sangat Membantu,Laptop,Belum Selesai
INT0482,MHS062,KNT141,2024-12-25 04:59:55,113,Bermanfaat,Laptop,Belum Selesai
INT0483,MHS007,KNT082,2024-12-05 13:15:57,81,Bermanfaat,HP,Belum Selesai
INT0484,MHS071,KNT070,2025-02-09 12:34:41,34,Sangat Membantu,HP,Selesai
INT0485,MHS006,KNT037,2024-12-13 13:02:31,49,Bermanfaat,HP,Selesai
INT0486,MHS084,KNT181,2025-01-31 21:39:40,43,Bermanfaat,Tablet,Belum Selesai
INT0487,MHS255,KNT073,2025-03-28 23:57:43,41,Sangat Membantu,Tablet,Belum Selesai
INT0488,MHS178,KNT147,2025-02-01 10:43:12,90,Kurang,HP,Belum Selesai
INT0489,MHS268,KNT063,2025-03-04 10:05:00,105,Sangat Membantu,HP,Selesai
INT0490,MHS265,KNT044,2025-03-05 13:20:52,109,Sangat Membantu,Tablet,Belum Selesai
INT0491,MHS133,KNT019,2025-03-15 14:42:53,96,Kurang,HP,Belum Selesai
INT0492,MHS086,KNT080,2025-03-23 02:00:48,78,Kurang,HP,Selesai
INT0493,MHS191,KNT157,2024-11-19 01:56:06,91,Bermanfaat,Tablet,Selesai
INT0494,MHS065,KNT087,2025-05-20 08:39:17,22,Sangat Membantu,Tablet,Belum Selesai
INT0495,MHS138,KNT139,2025-02-04 23:00:07,96,Sangat Membantu,Tablet,Belum Selesai
INT0496,MHS061,KNT114,2025-04-06 20:29:49,53,Kurang,Tablet,Belum Selesai
INT0497,MHS016,KNT013,2025-02-16 21:26:22,71,Sangat Membantu,Laptop,Selesai
INT0498,MHS172,KNT034,2024-12-09 21:29:06,99,Bermanfaat,Laptop,Selesai
INT0499,MHS220,KNT008,2024-12-22 01:59:19,36,Kurang,Tablet,Belum Selesai
INT0500,MHS140,KNT121,2024-12-03 19:44:00,18,Sangat Membantu,Laptop,Selesai
INT0501,MHS269,KNT173,2025-01-12 19:16:23,46,Kurang,Laptop,Belum Selesai
INT0502,MHS033,KNT013,2025-05-09 08:21:43,71,Kurang,Tablet,Belum Selesai
INT0503,MHS135,KNT028,2024-12-28 22:18:45,79,Bermanfaat,Laptop,Belum Selesai
INT0504,MHS296,KNT099,2025-05-15 10:01:26,29,Sangat Membantu,HP,Belum Selesai
INT0505,MHS040,KNT014,2025-02-05 09:42:35,110,Bermanfaat,Laptop,Belum Selesai
INT0506,MHS255,KNT023,2025-03-03 20:48:07,104,Kurang,HP,Selesai
INT0507,MHS234,KNT110,2025-01-07 09:33:53,51,Bermanfaat,Tablet,Selesai
INT0508,MHS262,KNT101,2024-12-12 16:29:57,63,Sangat Membantu,Laptop,Belum Selesai
INT0509,MHS185,KNT046,2024-12-18 18:19:02,17,Kurang,Laptop,Selesai
INT0510,MHS029,KNT181,2025-01-14 05:12:04,23,Bermanfaat,Tablet,Selesai
INT0511,MHS256,KNT153,2025-02-14 15:26:48,96,Kurang,Tablet,Selesai
INT0512,MHS291,KNT152,2024-12-06 22:44:29,59,Bermanfaat,Tablet,Belum Selesai
INT0513,MHS086,KNT162,2025-01-17 13:28:34,111,Sangat Membantu,HP,Belum Selesai
INT0514,MHS189,KNT177,2025-03-14 12:15:23,57,Sangat Membantu,HP,Selesai
INT0515,MHS081,KNT180,2024-12-12 19:08:58,15,Sangat Membantu,Tablet,Belum Selesai
INT0516,MHS131,KNT115,2025-02-23 04:34:48,16,Bermanfaat,Tablet,Selesai
INT0517,MHS053,KNT158,2025-01-02 10:40:35,12,Sangat Membantu,Tablet,Belum Selesai
INT0518,MHS294,KNT092,2025-04-13 07:58:13,59,Sangat Membantu,HP,Selesai
INT0519,MHS060,KNT080,2025-04-24 23:39:56,118,Sangat Membantu,Tablet,Belum Selesai
INT0520,MHS117,KNT086,2024-12-03 05:46:03,21,Kurang,Tablet,Selesai
INT0521,MHS261,KNT051,2024-11-25 04:29:25,65,Sangat Membantu,Tablet,Belum Selesai
INT0522,MHS002,KNT183,2025-01-02 17:45:54,32,Kurang,HP,Belum Selesai
INT0523,MHS023,KNT195,2025-01-06 23:45:49,62,Sangat Membantu,Laptop,Belum Selesai
INT0524,MHS007,KNT172,2025-04-26 08:30:53,14,Sangat Membantu,Laptop,Selesai
INT0525,MHS126,KNT137,2025-01-28 12:17:36,52,Sangat Membantu,Laptop,Belum Selesai
INT0526,MHS024,KNT021,2025-01-17 17:34:57,91,Sangat Membantu,Laptop,Belum Selesai
INT0527,MHS242,KNT194,2024-12-20 12:10:54,72,Bermanfaat,Laptop,Selesai
INT0528,MHS187,KNT196,2024-12-24 12:08:14,56,Kurang,Laptop,Belum Selesai
INT0529,MHS197,KNT120,2024-11-25 09:06:24,80,Bermanfaat,Tablet,Selesai
INT0530,MHS077,KNT146,2025-05-08 01:40:26,76,Kurang,Laptop,Belum Selesai
INT0531,MHS092,KNT034,2025-01-04 15:41:45,71,Kurang,Laptop,Selesai
INT0532,MHS019,KNT024,2025-05-13 23:49:25,104,Bermanfaat,Laptop,Belum Selesai
INT0533,MHS284,KNT179,2024-12-26 00:52:43,55,Sangat Membantu,HP,Selesai
INT0534,MHS215,KNT120,2025-02-18 06:41:34,116,Sangat Membantu,Laptop,Selesai
INT0535,MHS115,KNT025,2025-04-29 21:16:16,38,Kurang,HP,Selesai
INT0536,MHS165,KNT117,2025-01-17 09:11:49,79,Bermanfaat,Laptop,Belum Selesai
INT0537,MHS128,KNT080,2025-04-26 04:40:13,68,Kurang,Laptop,Belum Selesai
INT0538,MHS214,KNT176,2024-11-19 13:53:32,86,Bermanfaat,Laptop,Belum Selesai
INT0539,MHS164,KNT165,2025-05-04 19:59:47,59,Sangat Membantu,Tablet,Selesai
INT0540,MHS139,KNT182,2025-02-24 23:02:46,61,Sangat Membantu,HP,Belum Selesai
INT0541,MHS040,KNT197,2024-12-04 06:13:52,93,Kurang,HP,Belum Selesai
INT0542,MHS293,KNT120,2025-01-09 03:21:55,67,Kurang,Tablet,Belum Selesai
INT0543,MHS191,KNT121,2025-02-12 17:05:48,98,Bermanfaat,HP,Belum Selesai
INT0544,MHS062,KNT060,2025-03-26 05:53:55,58,Kurang,HP,Selesai
INT0545,MHS258,KNT058,2025-03-24 23:16:12,110,Bermanfaat,HP,Selesai
INT0546,MHS027,KNT037,2024-11-23 18:30:01,25,Kurang,Tablet,Selesai
INT0547,MHS092,KNT158,2025-02-26 14:47:38,23,Bermanfaat,Laptop,Belum Selesai
INT0548,MHS115,KNT067,2025-01-15 06:47:21,69,Kurang,Laptop,Selesai
INT0549,MHS265,KNT094,2025-01-04 03:13:14,21,Bermanfaat,Tablet,Selesai
INT0550,MHS024,KNT101,2024-12-03 03:36:55,67,Bermanfaat,HP,Belum Selesai
INT0551,MHS206,KNT047,2025-01-03 01:01:09,96,Bermanfaat,HP,Selesai
INT0552,MHS036,KNT180,2025-01-08 21:59:46,63,Sangat Membantu,HP,Belum Selesai
INT0553,MHS239,KNT171,2025-04-28 12:58:22,21,Kurang,Tablet,Belum Selesai
INT0554,MHS145,KNT085,2024-12-10 17:28:37,95,Sangat Membantu,HP,Selesai
INT0555,MHS160,KNT084,2024-11-28 02:12:14,70,Bermanfaat,HP,Belum Selesai
INT0556,MHS168,KNT117,2024-12-17 06:45:42,115,Sangat Membantu,HP,Belum Selesai
INT0557,MHS045,KNT125,2024-12-16 02:15:11,72,Kurang,Tablet,Selesai
INT0558,MHS284,KNT008,2025-02-12 04:58:03,20,Bermanfaat,HP,Selesai
INT0559,MHS234,KNT017,2025-01-22 10:30:38,93,Kurang,Tablet,Belum Selesai
INT0560,MHS005,KNT122,2025-03-22 07:55:36,32,Bermanfaat,Laptop,Selesai
INT0561,MHS189,KNT029,2025-04-11 00:31:07,63,Bermanfaat,Tablet,Selesai
INT0562,MHS103,KNT090,2025-04-12 10:17:09,65,Kurang,Laptop,Belum Selesai
INT0563,MHS150,KNT123,2025-01-13 17:59:33,9,Sangat Membantu,Laptop,Selesai
INT0564,MHS289,KNT119,2025-03-23 12:07:27,100,Sangat Membantu,Tablet,Belum Selesai
INT0565,MHS156,KNT044,2025-02-01 06:48:45,25,Bermanfaat,HP,Belum Selesai
INT0566,MHS125,KNT073,2025-03-31 08:32:03,76,Bermanfaat,Tablet,Selesai
INT0567,MHS238,KNT197,2025-03-13 13:37:40,52,Bermanfaat,Laptop,Belum Selesai
INT0568,MHS189,KNT090,2025-01-03 19:17:50,20,Bermanfaat,HP,Belum Selesai
INT0569,MHS253,KNT155,2025-01-10 09:38:28,82,Kurang,Tablet,Selesai
INT0570,MHS101,KNT148,2025-04-06 03:21:20,114,Bermanfaat,HP,Belum Selesai
INT0571,MHS280,KNT033,2025-05-03 20:30:13,57,Kurang,HP,Belum Selesai
INT0572,MHS126,KNT131,2025-01-03 20:27:29,19,Sangat Membantu,Tablet,Selesai
INT0573,MHS078,KNT027,2025-03-25 14:42:28,20,Kurang,HP,Belum Selesai
INT0574,MHS004,KNT104,2025-05-11 07:29:37,52,Bermanfaat,Tablet,Belum Selesai
INT0575,MHS210,KNT183,2025-04-29 08:25:12,78,Sangat Membantu,Laptop,Belum Selesai
INT0576,MHS013,KNT028,2025-05-03 03:08:07,42,Sangat Membantu,Tablet,Selesai
INT0577,MHS120,KNT084,2024-12-05 22:38:35,10,Bermanfaat,HP,Belum Selesai
INT0578,MHS278,KNT143,2025-05-15 13:30:41,71,Sangat Membantu,Tablet,Belum Selesai
